No.,Time,Source,Destination,Protocol,Length,Info,Frame Type,Frame Control Field
119,3.231295,00:21:ed:81:87:ea:b8:e4,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
120,3.285051,00:21:ed:81:87:ea:b8:e4,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
121,3.290055,00:0b:57:34:65:97:4a:ad,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
122,3.341674,00:0b:57:34:65:97:4a:ad,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
123,3.346668,00:04:9f:bc:87:76:2b:1f,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
124,3.398439,00:04:9f:bc:87:76:2b:1f,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
125,3.403405,00:30:66:e7:8d:a3:c4:4e,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
126,3.454639,00:30:66:e7:8d:a3:c4:4e,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
127,3.459917,00:13:a2:b5:99:be:fb:10,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
128,3.511431,00:13:a2:b5:99:be:fb:10,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
129,3.516547,00:a0:50:23:93:19:79:01,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
130,3.568191,00:a0:50:23:93:19:79:01,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
131,3.57353,00:12:4b:0d:ff:e6:a3:b5,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
132,3.62505,00:12:4b:0d:ff:e6:a3:b5,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
133,3.629907,00:11:7d:46:6e:a1:08:a3,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
134,3.68169,00:11:7d:46:6e:a1:08:a3,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
135,3.68667,00:04:25:d2:61:21:ad:c3,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
136,3.737876,00:04:25:d2:61:21:ad:c3,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
137,3.742911,00:0b:57:c0:c2:86:05:24,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
138,3.794672,00:0b:57:c0:c2:86:05:24,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
139,3.799539,00:a0:50:59:c5:60:0a:db,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
140,3.851233,00:a0:50:59:c5:60:0a:db,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
141,3.856181,00:0b:57:1c:4f:33:99:c7,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
142,3.907532,00:0b:57:1c:4f:33:99:c7,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
143,3.912529,00:30:66:89:f1:42:37:08,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
144,3.964249,00:30:66:89:f1:42:37:08,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
145,3.969413,00:0b:57:49:9e:3f:77:11,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
146,4.020796,00:0b:57:49:9e:3f:77:11,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
147,4.025631,00:a0:50:b9:23:e6:6c:ce,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
148,4.077438,00:a0:50:b9:23:e6:6c:ce,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
149,4.082258,00:0b:57:55:26:0b:18:7c,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
150,4.133742,00:0b:57:55:26:0b:18:7c,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
151,4.13875,00:04:a3:c7:6f:75:66:33,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
152,4.190288,00:04:a3:c7:6f:75:66:33,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
153,4.195248,00:11:7d:90:03:0a:21:46,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
154,4.246696,00:11:7d:90:03:0a:21:46,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
155,4.251622,00:30:66:8b:cf:d5:da:62,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
156,4.303518,00:30:66:8b:cf:d5:da:62,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
157,4.308406,00:11:7d:1d:c2:2c:19:6a,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
158,4.359867,00:11:7d:1d:c2:2c:19:6a,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
159,4.364898,00:21:ed:08:ef:b5:6b:71,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
160,4.41667,00:21:ed:08:ef:b5:6b:71,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
161,4.421667,00:11:7d:4a:d6:9b:f8:f3,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
162,4.47342,00:11:7d:4a:d6:9b:f8:f3,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
163,4.478286,00:04:25:30:60:94:5c:0a,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
164,4.530021,00:04:25:30:60:94:5c:0a,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
165,4.534865,00:04:a3:0d:eb:cf:9a:79,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
166,4.586762,00:04:a3:0d:eb:cf:9a:79,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
167,4.59174,00:a0:50:c5:d5:91:e5:a5,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
168,4.643535,00:a0:50:c5:d5:91:e5:a5,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
169,4.648534,00:04:9f:70:d1:e2:06:45,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
170,4.652684,0x0005,0x0008,IEEE 802.15.4,48,"Data, Dst: 0x0008, Src: 0x0005",0x00000001,0x00008861
171,4.653158,,,IEEE 802.15.4,5,Ack,0x00000002,0x00000002
172,4.700412,00:04:9f:70:d1:e2:06:45,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
173,4.705394,00:0b:57:5e:a5:9e:49:b0,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
174,4.756895,00:0b:57:5e:a5:9e:49:b0,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
175,4.761983,00:04:9f:54:89:ec:f9:db,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
176,4.81365,00:04:9f:54:89:ec:f9:db,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
177,4.818614,00:21:ed:fc:c6:bc:0b:c8,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
178,4.870129,00:21:ed:fc:c6:bc:0b:c8,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
179,4.874988,00:04:25:b6:a5:06:1e:80,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
180,4.926504,00:04:25:b6:a5:06:1e:80,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
181,4.931488,00:11:7d:ca:e8:84:d4:33,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
182,4.983246,00:11:7d:ca:e8:84:d4:33,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
183,4.988367,00:04:a3:c5:cc:cf:3e:db,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
184,5.039886,00:04:a3:c5:cc:cf:3e:db,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
185,5.044861,00:12:4b:fc:fd:75:ba:a8,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
186,5.096485,00:12:4b:fc:fd:75:ba:a8,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
187,5.101491,00:a0:50:64:cb:14:d3:1a,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
188,5.153285,00:a0:50:64:cb:14:d3:1a,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
189,5.158254,00:13:a2:4a:73:81:d2:d3,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
190,5.209744,00:13:a2:4a:73:81:d2:d3,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
191,5.21477,00:13:a2:59:b1:da:c2:2a,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
192,5.266669,00:13:a2:59:b1:da:c2:2a,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
193,5.271664,00:04:a3:14:61:83:d1:cc,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
194,5.323173,00:04:a3:14:61:83:d1:cc,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
195,5.328155,00:21:ed:fe:22:17:d4:de,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
196,5.379771,00:21:ed:fe:22:17:d4:de,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
197,5.384749,00:04:9f:c2:73:12:46:25,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
198,5.436231,00:04:9f:c2:73:12:46:25,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
199,5.441247,00:0b:57:6c:2c:87:4f:93,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
200,5.492795,00:0b:57:6c:2c:87:4f:93,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
201,5.497759,00:04:a3:08:1d:39:57:c2,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
202,5.549522,00:04:a3:08:1d:39:57:c2,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
203,5.554386,00:21:ed:9d:51:a8:9d:c5,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
204,5.60576,00:21:ed:9d:51:a8:9d:c5,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
205,5.610744,00:11:7d:f8:0d:d5:d2:64,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
206,5.662525,00:11:7d:f8:0d:d5:d2:64,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
207,5.667505,00:11:7d:f0:d2:63:e0:b1,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
208,5.719014,00:11:7d:f0:d2:63:e0:b1,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
209,5.723887,00:30:66:30:dc:70:e6:d7,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
210,5.775406,00:30:66:30:dc:70:e6:d7,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
211,5.78039,00:11:7d:12:41:02:ff:4e,0x0000,IEEE 802.15.4,22,"Association Request, FFD",0x00000003,0x0000c823
212,5.832172,00:11:7d:12:41:02:ff:4e,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
213,5.837126,00:12:4b:4b:b2:01:54:c0,0x0000,IEEE 802.15.4,22,"Association Request, RFD",0x00000003,0x0000c823
214,5.888665,00:12:4b:4b:b2:01:54:c0,0x0000,IEEE 802.15.4,18,Data Request,0x00000003,0x0000c863
